i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	C9_D	C9_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O21_D	O21_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	F23_D	F23_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
80	0	0	81.0928	5.94914	6.86592	2.90456	9.65434	4.56968	11.5299	6.2108	0	0	124.585	20.1385	172.882	31.0888	0	0	0	0	0	0	68.1597	29.5188	27.7474	26.346	0	0	0	0	0	0	159.085	57.3127	0	0	0	0	0	0	0	0	0	0	0	0	134.776	119.744	95.7136	84.6481	0	0	0	0	0	0	0	0	769.168	769.168	862.016	862.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707.996	457.136	0	0	3.24428	3.22997	0	0	0	0	0	0	0	0	1297.15	940.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	62.0663	5.73491	6.78491	2.86266	9.20469	4.53493	13.0825	6.33589	0	0	118.343	18.7805	136.304	28.9673	0	0	0	0	0	0	64.2029	26.3938	28.3389	26.9314	0	0	0	0	0	0	52.9525	52.6079	0	0	0	0	0	0	0	0	0	0	0	0	176.062	146.029	104.77	90.8913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.078	869.078	0	0	0	0	0	0	0	0	0	0	425.196	298.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0	0	58.2317	5.63537	6.26795	2.83262	9.71013	4.55846	11.4729	6.14018	0	0	41.1258	15.5863	135.514	29.0668	0	0	0	0	0	0	57.9361	23.6551	29.0902	27.5859	0	0	0	0	0	0	55.335	54.996	0	0	0	0	0	0	0	0	0	0	0	0	335.18	125.924	119.982	99.9466	0	0	0	0	0	0	0	0	0	0	643.199	643.199	0	0	0	0	0	0	0	0	0	0	0	0	672.489	657.366	0	0	0	0	0	0	1212.16	1212.16	260.973	215.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	58.7851	5.68085	6.3063	2.83494	9.41447	4.51843	11.5299	6.14018	0	0	30.0826	16.6817	140.341	30.0375	0	0	0	0	0	0	25.8169	23.5538	30.2204	28.3123	0	0	0	0	0	0	58.2371	57.7596	0	0	0	0	0	0	0	0	0	0	0	0	89.4835	89.4556	149.765	115.312	0	0	0	0	0	0	0	0	0	0	0	0	2.4711	2.4711	0	0	0	0	0	0	1069.55	1069.55	0	0	903.76	792.436	0	0	0	0	0	0	0	0	414.322	272.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0	0	70.5374	5.73168	6.21739	2.86195	9.0036	4.48532	11.3961	6.13936	0	0	107.509	20.5064	158.287	30.4868	0	0	0	0	0	0	26.7166	24.1243	31.1111	29.0698	0	0	0	0	0	0	61.7154	61.0659	0	0	0	0	0	0	0	0	0	0	0	0	94.6791	94.6619	312.001	129.43	0	0	0	0	0	0	0	0	0	0	832.477	832.477	0	0	0	0	0	0	0	0	0	0	0	0	663.315	605.23	0	0	0	0	0	0	0	0	383.769	285.942	0	0	2.59952	2.59952	0	0	0	0	0	0	0	0	648.235	648.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	57.543	5.63709	6.98886	2.94489	9.7462	4.55915	12.1962	6.15817	0	0	110.577	20.1684	132.339	28.852	0	0	0	0	0	0	42.4366	25.242	32.387	29.9592	0	0	0	0	0	0	66.1478	65.1626	0	0	0	0	0	0	0	0	0	0	0	0	101.068	101.058	71.8213	69.3906	0	0	0	0	0	0	0	0	834.238	820.246	882.643	882.643	0	0	0	0	0	0	0	0	0	0	1061.5	1061.5	0	0	0	0	0	0	0	0	0	0	151.983	141.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	66.0643	5.70967	7.00635	2.93041	9.0965	4.50464	10.8381	6.05225	0	0	113.609	19.9789	157.474	31.0531	0	0	0	0	0	0	29.0192	25.5007	33.6901	30.9692	0	0	0	0	0	0	72.022	70.3896	0	0	0	0	0	0	0	0	0	0	0	0	109.169	109.139	74.8176	71.7537	0	0	0	0	0	0	0	0	0	0	551.85	551.85	0	0	0	0	0	0	0	0	0	0	1058	1058	0	0	0	0	0	0	0	0	0	0	437.206	312.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	62.081	5.63618	6.94223	2.93522	9.49951	4.55218	11.5259	6.13477	0	0	93.7816	19.6042	153.229	29.8519	0	0	0	0	0	0	31.0592	26.3907	35.4792	32.1197	0	0	0	0	0	0	79.3724	77.3126	0	0	0	0	0	0	0	0	0	0	0	0	119.637	119.486	78.3746	74.4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731.174	684.486	698.547	691.303	0	0	0	0	0	0	1160.19	1160.19	550.447	279.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	0	0	58.5772	5.50777	6.95934	2.88576	9.97249	4.54362	11.1173	6.05444	0	0	115.647	20.3959	123.458	27.9576	0	0	0	0	0	0	34.1235	27.5788	37.7053	33.5333	0	0	0	0	0	0	90.6056	87.2684	0	0	0	0	0	0	0	0	0	0	0	0	134.277	134.063	81.56	77.5244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806.19	851.327	939.635	939.635	0	0	0	0	0	0	0	0	863.85	401.401	0	0	772.085	772.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0	0	68.0053	5.62382	6.91828	2.86831	10.246	4.51659	10.0127	6.02894	0	0	32.0898	17.5126	158.223	30.9158	0	0	0	0	0	0	104.754	30.657	40.9734	35.3199	0	0	0	0	0	0	110.232	103.972	501.728	250.319	0	0	0	0	0	0	0	0	668.607	668.607	157.923	157.491	86.4479	81.1875	0	0	0	0	0	0	0	0	0	0	750.2	712.654	619.289	619.289	0	0	0	0	0	0	0	0	747.138	747.138	0	0	0	0	0	0	0	0	0	0	933.471	522.923	0	0	671.772	671.772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0	0	61.9055	5.53968	6.48282	2.81924	8.90753	4.38609	12.1442	6.23048	0	0	94.6885	20.464	148.318	30.1609	0	0	0	0	0	0	31.2712	27.2279	44.4164	37.5786	0	0	0	0	0	0	225.096	131.874	0	0	0	0	0	0	0	0	0	0	0	0	205.041	203.161	93.0184	85.6321	0	0	0	0	0	0	0	0	0	0	0	0	681.919	681.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.327	250.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	0	0	70.734	5.62791	6.91743	2.86675	9.60915	4.44704	12.401	6.18088	0	0	83.0813	21.5104	173.524	31.8706	0	0	0	0	0	0	33.3628	28.3265	50.9025	40.8034	0	0	0	0	0	0	212.005	113.805	0	0	0	0	0	0	0	0	0	0	0	0	449.439	365.948	101.249	91.2526	0	0	0	0	0	0	0	0	0	0	0	0	2.34415	2.34415	0	0	0	0	0	0	243.639	243.639	543.865	543.865	626.299	626.299	0	0	0	0	0	0	0	0	355.19	268.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	0	0	67.126	5.52379	6.95342	2.84937	9.62796	4.41717	11.3055	6.08885	0	0	194.065	28.1034	152.358	29.6521	0	0	0	0	0	0	36.2381	29.7003	62.2524	46.0491	0	0	0	0	0	0	72.7557	72.7359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.097	99.2022	0	0	0	0	0	0	0	0	0	0	860.866	860.866	0	0	0	0	0	0	0	0	0	0	885.751	885.751	442.354	442.354	0	0	0	0	0	0	0	0	276.528	227.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	0	0	62.2693	5.36558	6.73486	2.81236	9.11227	4.33597	12.4701	6.14988	0	0	85.5592	21.0979	159.189	29.5033	0	0	0	0	0	0	40.2736	31.5593	149.575	58.8217	0	0	0	0	0	0	79.9173	79.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.145	111.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	1069	764.566	764.566	0	0	0	0	0	0	0	0	380.213	260.69	0	0	878.923	878.923	394.038	394.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	0	0	60.3312	5.24946	6.329	2.76858	8.24311	4.3133	11.0527	5.99518	0	0	134.602	21.888	135.002	28.4259	0	0	0	0	0	0	75.2441	35.3401	28.0045	27.9429	0	0	0	0	0	0	89.7818	89.6903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.288	131.032	0	0	0	0	0	0	0	0	0	0	850.17	854.312	0	0	0	0	0	0	0	0	0	0	1059.57	1059.57	0	0	0	0	0	0	0	0	0	0	378.674	253.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	0	0	58.8018	5.24644	6.48633	2.76928	9.02598	4.38243	11.264	6.03153	0	0	109.45	21.9722	145.194	28.6172	0	0	0	0	0	0	70.8181	33.719	28.5834	28.5481	0	0	0	0	0	0	105.298	105.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.194	81.5041	0	0	0	0	0	0	0	0	0	0	675.591	658.332	0	0	0	0	0	0	0	0	0	0	992.141	985.461	0	0	0	0	0	0	0	0	0	0	311.509	248.173	0	0	746.695	746.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	0	0	65.6878	5.28978	6.35199	2.76843	8.91792	4.39136	12.1161	6.04132	0	0	157.053	23.8847	170.065	29.7509	0	0	0	0	0	0	65.1048	30.8446	29.2605	29.1684	0	0	0	0	0	0	135.62	134.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.7167	85.2928	0	0	0	0	0	0	0	0	0	0	568.614	535.43	0	0	0	0	0	0	0	0	0	0	510.667	510.667	402.625	402.625	0	0	0	0	0	0	0	0	360.573	274.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	0	0	54.1784	5.1101	6.65779	2.77404	9.09814	4.39822	11.4557	5.96903	0	0	76.5832	19.302	137.577	27.6745	0	0	0	0	0	0	41.9288	32.2481	29.8614	29.8446	0	0	0	0	0	0	269.55	207.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.7449	89.8303	0	0	0	0	0	0	0	0	0	0	883.336	883.334	0	0	0	0	0	0	0	0	0	0	833.048	833.048	0	0	0	0	0	0	0	0	0	0	934.202	352.197	0	0	547.379	547.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	0	0	54.3159	5.13723	6.5751	2.76729	9.15656	4.36918	10.685	5.93246	0	0	90.8241	21.2564	147.387	28.4498	0	0	0	0	0	0	72.9902	35.7204	30.6137	30.5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.5587	95.2024	0	0	0	0	0	0	0	0	0	0	783.879	783.879	0	0	0	0	0	0	0	0	0	0	443.827	443.827	802.156	802.156	0	0	0	0	0	0	0	0	681.313	330.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	0	0	54.9013	5.06687	6.18341	2.73111	9.3697	4.38935	11.4793	5.99936	0	0	112.196	22.1988	144.25	27.3714	0	0	0	0	0	0	93.0064	35.134	31.3713	31.3259	0	0	0	0	0	0	0	0	505.138	505.138	0	0	0	0	0	0	0	0	0	0	0	0	107.307	102.114	0	0	0	0	0	0	0	0	0	0	883.331	883.331	0	0	0	0	0	0	0	0	0	0	1050.6	1050.6	0	0	0	0	0	0	0	0	0	0	224.75	217.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	0	0	57.3491	5.11406	6.50148	2.74997	9.84132	4.34971	11.019	5.96415	0	0	147.074	25.197	136.934	28.0713	0	0	0	0	0	0	39.1605	30.1228	32.3382	32.2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.751	118.377	0	0	0	0	0	0	0	0	0	0	390.506	390.506	725.878	677.633	0	0	0	0	0	0	0	0	0	0	728.394	728.394	0	0	0	0	0	0	0	0	651.477	399.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	0	0	65.0967	5.08642	6.26473	2.74011	8.81296	4.25306	12.1237	6.0382	0	0	158.834	22.9862	170.46	29.3553	0	0	0	0	0	0	73.4525	31.8209	33.2994	33.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.876	125.703	0	0	0	0	0	0	0	0	0	0	757.545	757.545	523.2	523.2	0	0	0	0	0	0	0	0	441.513	441.513	0	0	0	0	0	0	0	0	0	0	549.34	343.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	0	0	45.5439	4.91404	6.6241	2.77551	8.68244	4.21795	11.2014	5.92254	0	0	44.6614	18.6459	134.595	27.2904	0	0	0	0	0	0	37.9676	30.0568	34.285	34.2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.944	153.12	0	0	0	0	0	0	0	0	0	0	0	0	507.468	507.468	0	0	0	0	0	0	0	0	0	0	1008.45	1008.45	0	0	0	0	0	0	0	0	375.166	288.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	0	0	52.4232	4.9441	6.712	2.75616	8.53607	4.21449	12.1942	5.9832	0	0	97.2826	23.3857	144.443	27.3593	0	0	0	0	0	0	74.7466	32.0647	35.5162	35.3898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.873	134.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478.398	329.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	0	0	60.5182	4.93571	6.3166	2.70591	8.44162	4.21952	9.82211	5.79224	0	0	211.404	30.4534	136.662	26.8908	0	0	0	0	0	0	34.9323	29.3634	36.7913	36.6749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.7178	98.6688	0	0	0	0	0	0	0	0	0	0	684.051	684.051	0	0	0	0	0	0	0	0	0	0	999.816	782.223	0	0	0	0	0	0	0	0	0	0	469.631	312.364	0	0	3.45315	3.45315	0	0	0	0	0	0	0	0	1341.45	1341.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	0	0	45.9651	4.7762	6.22451	2.70486	8.48623	4.24257	10.2311	5.86436	0	0	80.1818	21.1443	136.931	25.8798	0	0	0	0	0	0	37.7223	30.9661	38.4998	38.1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.651	105.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854.771	854.771	1070.24	1070.24	0	0	0	0	0	0	0	0	405.921	291.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	0	0	39.9293	4.78239	6.02345	2.69421	8.80985	4.28456	11.4925	5.96647	0	0	175.03	25.5241	93.5209	24.592	0	0	0	0	0	0	43.4329	33.2837	40.1511	39.8951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.334	114.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.298	201.562	0	0	3.70549	3.70549	0	0	0	0	0	0	0	0	1191.48	1191.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	55.9374	4.87901	6.31976	2.73185	8.14415	4.2586	11.1041	5.9068	0	0	139.44	23.3961	152.89	27.4825	0	0	0	0	0	0	97.1951	36.6972	42.3932	41.9264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.581	125.657	0	0	0	0	0	0	0	0	0	0	755.561	670.443	845.876	586.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.646	237.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	0	0	50.5581	4.78896	6.33205	2.70008	9.29965	4.36272	11.338	5.92617	0	0	146.246	22.673	113.222	25.394	0	0	0	0	0	0	78.9146	34.7242	44.7837	44.2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.452	141.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868.232	868.232	0	0	0	0	0	0	0.522888	0.522888	0	0	0	0	0	0	0	0	0	0	215.532	200.477	0	0	1135.79	1107.85	0	0	0	0	0	0	0	0	1291.4	818.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	0	0	42.8578	4.79706	6.09531	2.71029	8.80739	4.33094	11.4077	5.89361	0	0	214.745	22.651	104.392	26.1771	0	0	0	0	0	0	81.5361	34.7987	47.593	47.0714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.687	166.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513.208	513.208	0	0	0	0	0	0	0.452656	0.452656	0	0	0	0	0	0	0	0	0	0	434.864	288.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	0	0	44.7095	4.83205	6.48231	2.74286	9.20617	4.38549	11.9484	5.93195	0	0	24.5995	14.9561	119.909	28.009	0	0	0	0	0	0	77.762	31.0472	51.6896	50.6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.183	215.011	0	0	0	0	0	0	0	0	0	0	783.08	775.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975.01	460.891	0	0	0	0	235.298	235.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
