i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	H4_D	H4_T	H5_D	H5_T	H6_D	H6_T	He3_D	He3_T	alpha_D	alpha_T	He5_D	He5_T	He6_D	He6_T	He7_D	He7_T	He8_D	He8_T	Li4_D	Li4_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Li9_D	Li9_T	Li10_D	Li10_T	Be6_D	Be6_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	Be10_D	Be10_T	Be11_D	Be11_T	Be12_D	Be12_T	B7_D	B7_T	B8_D	B8_T	B9_D	B9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	B13_D	B13_T	B14_D	B14_T	B15_D	B15_T	B16_D	B16_T	C10_D	C10_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	C15_D	C15_T	C16_D	C16_T	C17_D	C17_T	N11_D	N11_T	N12_D	N12_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	N17_D	N17_T	N18_D	N18_T	N19_D	N19_T	O13_D	O13_T	O14_D	O14_T	O15_D	O15_T	O16_D	O16_T	O16_1_D	O16_1_T	O17_D	O17_T	O18_D	O18_T	O19_D	O19_T	O20_D	O20_T	F14_D	F14_T	F15_D	F15_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	F20_D	F20_T	F21_D	F21_T	F22_D	F22_T	Ne16_D	Ne16_T	Ne17_D	Ne17_T	Ne18_D	Ne18_T	Ne19_D	Ne19_T	Ne20_D	Ne20_T	Ne21_D	Ne21_T	Ne22_D	Ne22_T	Ne23_D	Ne23_T	Na20_D	Na20_T	Na21_D	Na21_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Na25_D	Na25_T	Na26_D	Na26_T	Mg23_D	Mg23_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Mg27_D	Mg27_T	Al24_D	Al24_T	Al25_D	Al25_T	Al26_D	Al26_T	Al27_D	Al27_T	Al28_D	Al28_T	Si27_D	Si27_T	Si28_D	Si28_T	Si29_D	Si29_T	Si30_D	Si30_T	P29_D	P29_T	P30_D	P30_T
79	0	0	147.065	8.38	6.86715	2.82377	9.3639	4.40025	11.4356	5.888	0	0	0	0	0	0	131.087	21.2202	121.704	23.0305	0	0	222.317	39.8659	0	0	0	0	0	0	46.4635	23.2816	52.2553	22.6602	18.5752	17.5414	0	0	0	0	0	0	99.2015	49.93	0	0	50.9785	42.2979	41.0263	39.3335	0	0	34.9786	34.9818	0	0	86.9655	86.9272	0	0	172.025	96.3806	143.748	90.5884	86.7687	79.887	79.2149	78.6784	0	0	0	0	0	0	0	0	278.694	179.292	288.047	168.43	283.959	166.079	211.028	142.791	150.788	150.651	0	0	0	0	0	0	0	0	841.578	841.578	474.435	332.774	505.4	333.634	241.818	241.682	0	0	0	0	0	0	0	0	0	0	950.849	950.849	807.392	348.22	0	0	953.68	816.096	24.2143	23.1256	0	0	0	0	0	0	0	0	0	0	874.805	586.457	1399.62	1399.62	663.278	663.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	0	0	128.086	8.00117	6.7501	2.79398	9.28954	4.385	11.1483	5.8632	0	0	0	0	0	0	125.745	19.8067	121.984	23.0353	0	0	181.537	28.933	0	0	0	0	0	0	43.415	23.5398	69.452	23.2327	18.6554	17.683	0	0	0	0	0	0	80.1607	49.4713	0	0	59.7218	44.6694	41.8964	40.0403	0	0	35.3326	35.3282	0	0	93.2539	93.2643	0	0	167.821	93.9488	167.354	92.6836	93.3843	84.1329	81.9558	81.4779	0	0	0	0	0	0	0	0	294.616	193.352	274.959	165.781	275.776	168.102	242.755	147.181	163.41	163.39	0	0	0	0	0	0	0	0	1015.64	1015.64	558.012	331.319	500.47	324.091	284.066	283.053	0	0	0	0	0	0	0	0	0	0	1120.1	965.329	477.236	287.638	0	0	833.663	683.104	1.58145	1.58145	0	0	0	0	0	0	0	0	1028.05	1028.05	836.791	836.791	497.603	497.603	947.537	947.537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	114.747	7.76617	6.64626	2.77465	9.22564	4.37673	11.3911	5.86959	0	0	0	0	0	0	102.09	18.5187	120.914	23.1473	0	0	62.9114	27.3428	0	0	0	0	0	0	46.9768	23.4575	57.2858	21.4626	18.9885	17.8349	0	0	0	0	0	0	97.2375	50.6658	472.58	472.58	83.722	44.4396	42.4864	40.8004	0	0	35.7196	35.7287	0	0	101.219	101.158	0	0	175.982	94.3018	165.403	91.0847	101.506	89.6722	85.8128	84.6181	0	0	0	0	0	0	0	0	332.698	202.216	272.924	169.73	279.278	166.901	237.49	142.067	180.285	180.166	0	0	0	0	0	0	0	0	334.745	334.745	507.678	334.799	460.345	306.458	364.583	361.73	0	0	0	0	0	0	0	0	0	0	715.306	715.306	799.054	353.479	0	0	857.244	844.717	2.8289	2.8289	0	0	0	0	0	0	0	0	0	0	1091.96	1091.96	1359.75	1359.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1863.54	1863.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0	0	112.564	7.66918	6.58742	2.75926	9.49023	4.39671	11.3434	5.85728	0	0	0	0	0	0	103.142	18.5515	133.901	23.4947	0	0	217.247	40.094	0	0	0	0	0	0	41.227	23.6707	38.628	20.6313	19.0772	17.9912	0	0	0	0	0	0	92.5053	49.8821	376.971	422.471	86.8702	45.621	43.7165	41.6172	0	0	36.1206	36.1269	0	0	111.773	111.633	0	0	143.093	91.9808	148.864	89.7591	115.71	97.4953	89.5221	88.1837	0	0	0	0	0	0	0	0	309.168	196.732	292.672	172.161	264.355	169.133	205.652	149.359	204.409	203.964	0	0	0	0	0	0	0	0	0	0	604.864	392.12	437.92	341.44	631.477	517.03	0	0	0	0	0	0	0	0	0	0	992.141	852.701	804.384	321.93	0	0	1029.73	1029.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	112.264	7.46416	6.69232	2.76219	9.17895	4.35838	11.4592	5.85559	0	0	0	0	0	0	97.7594	18.6353	122.823	22.9728	0	0	343.36	43.1526	0	0	0	0	87.2764	87.2764	51.782	23.864	25.5246	20.3268	19.2508	18.152	0	0	0	0	0	0	85.8203	49.2964	442.791	442.791	61.4176	45.3134	44.8038	42.5037	0	0	36.5344	36.5456	0	0	127.116	126.919	0	0	147.028	94.5843	139.953	91.7969	213.467	110.935	93.958	92.4973	0	0	0	0	0	0	0	0	329.2	205.441	292.418	171.525	288.998	171.607	271.378	161.047	243.327	242.591	0	0	0	0	0	0	0	0	0	0	736.122	625.299	572.44	410.03	0	0	0	0	0	0	0	0	0	0	0	0	495.321	495.321	712.553	332.892	0	0	199.722	198.657	0	0	0	0	0	0	0	0	0	0	0	0	1215.54	1215.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0	0	100.044	7.29006	6.47361	2.73215	9.41306	4.3705	11.1382	5.82965	0	0	0	0	0	0	104.816	18.8712	127.039	22.971	0	0	51.8142	21.084	0	0	0	0	0	0	46.1919	23.6553	28.9366	21.0051	19.4704	18.3203	0	0	0	0	0	0	82.3072	50.3052	503.922	465.176	87.1792	45.9706	46.4265	43.5124	0	0	36.9752	36.9771	0	0	152.595	151.781	0	0	171.086	96.8851	162.479	93.935	122.421	101.402	99.4893	97.5326	0	0	0	0	0	0	0	0	338.589	208.272	272.421	168.548	239.928	172.413	242.07	151.311	323.393	319.468	0	0	0	0	0	0	0	0	1015.97	1015.97	882.19	679.67	620.792	468.599	0	0	0	0	0	0	0	0	0	0	0	0	1214.84	1214.84	756.238	361.42	0	0	1126.02	950.537	0	0	0	0	0	0	0	0	0	0	1247.31	1247.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.181	511.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	95.2738	7.18825	6.49233	2.72658	9.39965	4.35286	11.3208	5.80681	0	0	0	0	0	0	88.4176	18.6132	121.35	22.7568	0	0	263.699	31.136	0	0	0	0	0	0	44.7808	23.4691	38.0143	20.8884	19.8125	18.4973	0	0	0	0	0	0	107.06	50.8545	413.136	422.167	82.6886	44.1785	48.2943	44.6103	0	0	37.422	37.4228	0	0	282.976	212.357	0	0	161.894	99.42	157.759	95.1681	224.986	116.538	106.404	103.646	0	0	0	0	0	0	0	0	338.203	192.601	286.169	175.604	286.002	185.985	221.398	157.87	556.807	556.807	0	0	0	0	0	0	0	0	0	0	727.649	716.191	744.437	597.906	0	0	0	0	0	0	0	0	0	0	0	0	549.225	549.225	511.841	304.486	0	0	821.793	816.82	207.684	177.726	0	0	0	0	0	0	0	0	0	0	754.302	754.302	1202.57	1202.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	95.0691	7.11901	6.40083	2.70468	9.38494	4.33356	11.0603	5.78966	0	0	0	0	0	0	122.816	19.9423	118.908	22.7405	0	0	27.5104	17.1444	0	0	0	0	0	0	43.6762	23.6536	30.5227	21.5104	20.0276	18.6811	0	0	0	0	0	0	72.9305	49.25	39.0719	39.0719	50.5136	44.1804	49.5384	45.8423	0	0	37.8763	37.8711	0	0	386.43	386.43	0	0	182.959	103.67	167.625	95.9419	232.98	108.246	115.243	111.415	0	0	0	0	0	0	0	0	244.613	187.829	286.005	180.808	312.784	195.129	284.248	161.907	0	0	0	0	0	0	0	0	0	0	0	0	855.599	827.798	876.262	690.712	950.411	838.229	0	0	0	0	0	0	0	0	0	0	432.906	432.906	705.189	379.311	0	0	1149.21	1149.21	1.24522	1.24522	0	0	0	0	0	0	0	0	651.048	651.048	0	0	1041.87	1041.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	97.6633	7.04162	6.39039	2.70701	9.22334	4.31567	11.1377	5.7779	0	0	0	0	0	0	106.666	19.2883	129.069	23.0156	0	0	31.9619	18.2212	0	0	0	0	17.3687	17.3687	49.4013	24.1356	51.8721	21.6954	20.295	18.8688	0	0	0	0	0	0	67.7243	50.4999	0	0	53.5682	45.895	51.4093	47.2364	0	0	38.3454	38.3451	0	0	0	0	0	0	180.021	102.321	145.36	95.3875	110.106	93.183	128.259	121.808	0	0	0	0	0	0	0	0	292.403	226.987	306.055	186.662	326.911	193.012	264.125	162.789	0	0	0	0	0	0	0	0	0	0	0	0	785.223	555.092	852.066	767.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.576	320.798	0	0	1070.21	861.425	0	0	0	0	0	0	0	0	0	0	0	0	883.03	737.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	0	0	89.6176	6.88582	6.45077	2.70047	9.23961	4.30067	11.3885	5.78237	0	0	0	0	0	0	117.309	19.5252	115.945	22.4313	0	0	42.6898	20.0505	0	0	0	0	0	0	50.4272	23.9422	36.3712	20.4391	20.3327	19.0605	0	0	0	0	0	0	80.6078	53.4982	0	0	59.1015	48.6478	54.4556	48.8564	0	0	38.8544	38.8483	0	0	0	0	0	0	190.844	101.697	160.757	99.8082	134.605	104.396	147.818	137.543	0	0	0	0	0	0	0	0	393.483	259.253	299.128	186.665	292.695	193.287	250.973	163.71	0	0	0	0	0	0	0	0	0	0	0	0	945.285	771.351	824.04	858.002	0	0	0	0	0	0	0	0	0	0	0	0	973.512	673.287	872.658	352.68	0	0	992.01	749.187	0	0	0	0	0	0	0	0	0	0	0	0	926.034	926.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0	0	88.3756	6.82419	6.411	2.68256	9.23633	4.29484	11.4391	5.7658	0	0	0	0	0	0	110.665	19.2471	120.457	22.6204	0	0	114.267	26.5447	0	0	0	0	0	0	40.3675	23.6983	25.7834	20.7311	20.7859	19.2587	0	0	0	0	0	0	106.777	52.7578	411.071	411.071	94.8585	53.4338	58.2838	50.8138	0	0	39.3925	39.3935	0	0	0	0	0	0	201.764	98.4327	163.27	101.257	243.373	98.7304	189.329	166.07	0	0	0	0	0	0	0	0	409.733	288.474	275.783	194.605	324.861	198.792	260.087	170.762	0	0	0	0	0	0	0	0	0	0	950.878	920.146	907.68	693.107	839.421	806.669	0	0	0	0	0	0	0	0	0	0	0	0	963.541	863.536	849.224	381.053	0	0	1197.58	1172.86	0	0	0	0	0	0	0	0	0	0	0	0	1275.65	998.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0	0	93.3582	6.76187	6.48068	2.68745	9.13713	4.26725	10.8528	5.71216	0	0	0	0	0	0	104.366	18.6485	129.475	22.8888	0	0	266.058	26.5225	0	0	0	0	79.6989	79.6989	44.7344	24.1393	38.5125	21.9074	21.1393	19.4752	0	0	0	0	0	0	70.4057	52.8528	368.44	365.552	76.6244	55.4041	62.4175	53.2837	0	0	39.9423	39.9351	0	0	0	0	0	0	153.04	93.7631	177.942	103.964	235.815	95.5573	348.524	162.672	0	0	0	0	0	0	0	0	444.265	329.745	354.481	206.595	302.877	198.763	242.375	171.363	0	0	0	0	0	0	0	0	0	0	1051.76	1051.76	911.346	838.621	693.729	705.014	0	0	0	0	0	0	0	0	0	0	0	0	1003.04	941.539	600.408	312.032	0	0	670.078	604.953	41.2521	40.0872	0	0	0	0	0	0	0	0	0	0	0	0	1393.37	1393.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1516.4	1513.61	0	0	0	0	0	0	2.04414	1.21512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	0	0	82.3183	6.59494	6.358	2.666	9.19549	4.25331	10.8365	5.70895	0	0	0	0	0	0	100.832	18.5517	115.767	22.2192	0	0	56.7249	20.3895	0	0	0	0	0	0	52.0694	23.9816	42.1928	22.3264	21.3888	19.7036	0	0	0	0	0	0	93.2762	55.5271	0	0	140.079	56.9302	69.9086	56.7073	0	0	40.5119	40.5103	0	0	0	0	0	0	153.543	94.3411	185.638	106.208	109.579	97.1893	121.754	121.674	0	0	0	0	0	0	0	0	0	0	323.262	202.225	328.741	211.592	291.914	180.017	0	0	0	0	0	0	0	0	0	0	0	0	835.437	844.16	791.001	679.466	427.78	427.78	0	0	0	0	0	0	0	0	0	0	882.702	882.702	552.034	322.877	0	0	1135.47	1146.72	0	0	0	0	0	0	0	0	0	0	0	0	867.558	867.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	0	0	81.5284	6.53478	6.28161	2.65139	9.22399	4.24545	10.8685	5.70584	0	0	0	0	0	0	93.8348	18.433	118.827	22.3728	0	0	299.389	30.4418	0	0	0	0	0	0	47.3755	23.5903	43.7465	22.4771	21.6657	19.9414	0	0	0	0	0	0	82.9815	56.7407	0	0	95.624	51.5523	86.3362	62.4108	0	0	41.1077	41.1235	0	0	0	0	0	0	158.174	97.3358	178.497	105.278	123.499	106.514	133.917	133.74	0	0	0	0	0	0	0	0	0	0	354.704	207.207	368.286	215.583	228.686	180.974	0	0	0	0	0	0	0	0	0	0	0	0	947.165	946.025	952.279	890.211	470.207	470.207	0	0	0	0	0	0	0	0	0	0	846.801	846.801	477.416	296.35	0	0	988.817	971.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	0	0	81.3368	6.50585	6.39788	2.65692	9.16087	4.21769	10.6125	5.67973	0	0	0	0	0	0	112.116	19.8432	123.736	22.4311	0	0	19.1898	14.8074	0	0	0	0	0	0	42.2293	23.5696	58.0123	21.4212	22.0811	20.1928	0	0	0	0	0	0	91.5451	58.4954	0	0	122.403	53.3368	175.449	59.5387	0	0	41.7294	41.7221	0	0	0	0	0	0	143.974	97.245	171.642	108.777	147.9	121.285	150.978	150.833	0	0	0	0	0	0	0	0	0	0	347.164	209.681	277.733	206.195	291.363	196.956	0	0	0	0	0	0	0	0	0	0	0	0	690.481	626.514	971.993	740.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695.881	340.296	0	0	1012.7	853.598	0	0	0	0	0	0	0	0	0	0	0	0	164.877	164.877	0	0	984.228	984.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	0	0	79.7031	6.38783	6.43648	2.64698	8.92158	4.18851	10.7	5.69615	0	0	0	0	0	0	125.01	19.3218	114.385	21.9228	0	0	20.1619	15.1875	0	0	0	0	0	0	48.4788	23.9963	27.5531	21.3558	22.5331	20.4579	0	0	0	0	0	0	111.835	61.2403	458.827	450.064	86.8967	50.0217	52.9835	50.0912	0	0	42.4214	42.4271	0	0	0	0	573.072	573.072	164.873	102.443	206.938	109.81	264.924	137.669	178.113	177.571	0	0	0	0	0	0	0	0	0	0	352.111	216.005	350.44	229.465	278.853	205.422	0	0	0	0	0	0	0	0	0	0	0	0	817.431	801.211	960.593	708.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842.148	355.68	0	0	958.816	905.37	620.837	620.837	0	0	0	0	0	0	0	0	0	0	1293.37	1205.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	0	0	75.1061	6.32788	6.20847	2.62775	9.07187	4.19103	11.4921	5.74007	0	0	0	0	0	0	107.444	18.4416	111.578	22.0254	0	0	21.2323	15.6328	0	0	0	0	0	0	42.6377	23.6168	38.5482	21.4084	23.0462	20.7515	0	0	0	0	0	0	109.383	62.3178	483.475	483.475	73.3932	53.3908	54.8752	51.7552	0	0	43.1725	43.1748	0	0	0	0	0	0	168.101	104.577	163.371	109.689	282.362	115.735	233.079	230.76	0	0	0	0	0	0	0	0	697.225	697.225	358.054	232.121	418.756	226.72	358.698	227.687	0	0	0	0	0	0	0	0	0	0	0	0	615.952	604.602	1038.65	1038.65	346.322	344.957	0	0	0	0	0	0	0	0	0	0	0	0	801.512	366.992	0	0	1167.03	1044.39	0	0	0	0	0	0	0	0	0	0	0	0	647.923	647.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	0	0	77.1939	6.26583	6.33881	2.62681	8.95387	4.16937	11.1722	5.69134	0	0	0	0	0	0	102.289	18.284	115.968	22.1427	0	0	22.7437	16.1523	0	0	0	0	0	0	39.3954	23.6993	38.8765	21.8088	23.621	21.0529	0	0	0	0	0	0	111.099	62.0254	381.055	373.127	122.817	52.1159	57.1704	53.6311	0	0	43.9129	43.9051	0	0	0	0	0	0	183.657	106.31	207.662	111.376	124.759	99.9669	425.312	341.903	0	0	0	0	0	0	584.951	584.951	0	0	411.334	230.369	290.639	207.901	317.047	234.442	0	0	0	0	0	0	0	0	0	0	979.046	979.046	751.395	668.929	1014.45	976.041	0	0	0	0	0	0	0	0	0	0	0	0	778.356	778.356	445.325	283.842	0	0	1030.1	1003.03	0	0	0	0	0	0	0	0	0	0	0	0	1025.73	1034.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	0	0	71.5483	6.20756	6.21783	2.61814	8.95092	4.15708	10.939	5.6576	0	0	0	0	0	0	88.1205	17.585	115.392	22.2223	0	0	24.6567	16.7879	0	0	0	0	0	0	42.4307	24.0505	38.7068	21.6759	23.8697	21.3753	0	0	0	0	0	0	126.357	63.8504	0	0	70.9901	52.7887	59.9412	55.8169	0	0	44.6902	44.691	0	0	0	0	0	0	156.042	105.965	174.08	109.349	159.091	116.628	0	0	0	0	0	0	0	0	0	0	0	0	313.521	223.759	352.938	215.265	389.894	254.348	0	0	0	0	0	0	0	0	0	0	0	0	805.512	800.135	886.561	779.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.43	308.756	0	0	1151.36	1142.1	1149.65	954.243	0	0	0	0	0	0	0	0	0	0	1300.21	1300.21	1369.99	1369.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	0	0	70.4859	6.1866	6.22252	2.61285	8.81864	4.14605	11.0753	5.65713	0	0	0	0	0	0	83.252	17.9903	113.272	22.2824	0	0	27.294	17.5773	0	0	0	0	0	0	41.5889	24.2043	26.6507	21.7971	24.4144	21.7221	0	0	0	0	0	0	133.124	61.8658	466.826	466.826	109.922	54.679	63.1659	58.3382	0	0	45.5167	45.5125	0	0	0	0	0	0	142.889	109.96	214.451	115.753	316.968	109.161	0	0	0	0	0	0	0	0	0	0	0	0	428.101	262.308	330.229	218.471	368.236	256.103	0	0	0	0	0	0	0	0	0	0	1016.22	1015.99	996.893	898.873	947.53	567.481	855.553	854.558	0	0	0	0	0	0	0	0	0	0	1177.24	1177.24	412.549	283.847	0	0	1153.79	890.071	117.445	117.445	0	0	0	0	0	0	0	0	0	0	602.529	602.529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	0	0	74.3071	6.21943	6.30503	2.61593	8.82981	4.14341	11.0484	5.66714	0	0	0	0	0	0	113.768	19.5016	123.582	22.7367	0	0	30.8711	18.6183	0	0	0	0	0	0	42.1339	24.4415	29.5816	22.5154	25.238	22.0977	0	0	0	0	0	0	97.571	57.3246	272.972	272.972	124.905	50.2399	68.1264	61.4831	0	0	46.3894	46.3818	0	0	0	0	0	0	192.575	124.123	194.165	113.337	78.7336	72.5551	0	0	0	0	0	0	0	0	0	0	0	0	450.615	269.558	378.056	245.775	427.272	290.955	0	0	0	0	0	0	0	0	0	0	0	0	839.001	833.412	947.85	787.467	0	0	0	0	0	0	0	0	0	0	0	0	1164.17	882.415	613.708	338.339	0	0	1098.73	1072.65	0	0	0	0	0	0	0	0	0	0	0	0	236.347	236.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	0	0	73.5081	6.14973	6.39017	2.61335	9.07596	4.16432	11.0728	5.63022	0	0	0	0	0	0	105.67	18.7176	121.699	22.546	0	0	37.3583	20.1598	0	0	0	0	16.953	16.953	47.3893	25.0357	40.7596	22.6317	26.0489	22.5118	0	0	0	0	0	0	101.298	60.3201	384.489	364.589	58.3487	49.0737	73.3528	65.4994	0	0	47.3247	47.3253	0	0	0	0	0	0	241.157	126.563	230.031	115.802	81.1359	75.4173	0	0	0	0	0	0	0	0	0	0	0	0	448.38	273.031	432.409	290.898	467.411	289.092	0	0	0	0	0	0	0	0	0	0	0	0	655.779	651.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880.331	326.222	0	0	1237.46	1237.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
