yf,yd
-0.0029002320185614852,0.0
0.16531322505800466,0.0
0.3335266821345708,0.0
0.5017401392111368,0.0
0.669953596287703,0.0
0.8381670533642692,0.0
1.0063805104408352,0.0
1.1745939675174015,0.0
1.3428074245939676,0.0
1.5110208816705337,0.0
1.6792343387470998,0.0
1.847447795823666,0.0
2.015661252900232,0.0
2.183874709976798,0.0
2.3520881670533647,0.0
2.5203016241299308,0.0
2.688515081206497,0.0
2.856728538283063,0.0
3.024941995359629,0.0
3.1931554524361956,0.0
3.3613689095127617,0.0
3.5295823665893273,0.0
3.6977958236658934,0.0
3.86600928074246,8.470450576095134e-07
4.034222737819026,0.0
4.202436194895593,7.006175709351539e-06
4.370649651972158,2.1652234112980923e-05
4.538863109048724,6.188006586503376e-05
4.7070765661252905,0.0001381261601378296
4.875290023201856,0.0002909614095375201
5.043503480278423,0.0004656374479059715
5.211716937354988,0.001223797317183761
5.379930394431555,0.0021865740580350903
5.548143851508121,0.0016032146227716415
5.716357308584687,0.0012759647727005022
5.884570765661254,0.0013070269338498136
6.052784222737819,0.001148196565217944
6.220997679814386,0.0011887761776418187
6.389211136890952,0.0012076628623577032
6.557424593967518,0.001279400870932116
6.7256380510440845,0.0012715381290127725
6.89385150812065,0.0012712956940543374
7.062064965197217,0.001303001964284712
7.230278422273783,0.0013184108909007105
7.398491879350349,0.0013773683562628045
7.566705336426915,0.0013109186354069303
7.73491879350348,0.0013427261011908615
7.903132250580046,0.0013557449678140605
8.071345707656612,0.0013882269509697136
8.239559164733178,0.001388979651146218
8.407772621809745,0.0012980387419512668
8.575986078886311,0.0015047212869549716
8.744199535962876,0.0015123289780195296
8.912412993039442,0.0014855431609707152
9.080626450116009,0.00155616836597115
9.248839907192576,0.0015416378780447294
9.417053364269142,0.0015529921861899246
9.585266821345707,0.001577726681373868
9.753480278422273,0.0017090674809328132
9.92169373549884,0.0016234740504867428
10.089907192575406,0.0018405420943225785
10.258120649651973,0.0014849631639061282
10.426334106728538,0.0016326379124852615
10.594547563805104,0.0016857432613376667
10.76276102088167,0.0016937442294338197
10.930974477958237,0.0016116674911786418
11.099187935034804,0.0016057982282047239
11.267401392111369,0.0016692302447682977
11.435614849187935,0.0017194428794206455
11.603828306264502,0.0018009237259642684
11.772041763341068,0.0017121460575804672
11.940255220417635,0.0017452662849627412
12.1084686774942,0.002027444618532692
12.276682134570766,0.0017168755199632902
12.444895591647333,0.0017115825667704432
12.6131090487239,0.0017311163490069976
12.781322505800464,0.0017035313801132884
12.94953596287703,0.0018532062309238439
13.117749419953595,0.0017066223862671358
13.285962877030162,0.0018707183402012293
13.454176334106728,0.0017850246065861837
13.622389791183295,0.002229580694336853
13.79060324825986,0.0016706249174512403
13.958816705336426,0.002087083100133499
14.127030162412993,0.0018775458921701858
14.29524361948956,0.0019341062190038722
14.463457076566126,0.0017190675902308376
14.63167053364269,0.002099010727713353
14.799883990719257,0.0019116926545164827
14.968097447795822,0.0018538166901463206
15.13631090487239,0.0018178114863773114
15.304524361948955,0.0019248123853859286
15.472737819025523,0.0021980120853924067
15.640951276102088,0.0020242302483142773
15.809164733178653,0.002181319585590441
15.977378190255221,0.0017071581902734568
16.145591647331788,0.0021717308031369495
16.313805104408353,0.001915556598241422
16.482018561484917,0.0018320971005421328
16.650232018561482,0.0021367819972764857
16.81844547563805,0.0020519293385136517
16.986658932714615,0.0018478857034287673
17.154872389791183,0.0019180218583198108
17.323085846867748,0.0022619493942274897
17.491299303944313,0.002410125574275391
17.65951276102088,0.0022269409797464647
17.827726218097446,0.002233543038239714
17.995939675174014,0.002239183144289467
18.16415313225058,0.002449527576078513
18.332366589327144,0.001980847920486923
18.500580046403712,0.0023083325711473284
18.668793503480277,0.0023702517627372374
18.837006960556845,0.002071294011011677
19.00522041763341,0.0023950380176570515
19.173433874709975,0.002187609634113421
19.341647331786543,0.002120155177361131
19.509860788863108,0.002070905599192179
19.678074245939676,0.002721244743086901
19.84628770301624,0.0020759755892391066
20.014501160092806,0.0021567205378922117
20.182714617169374,0.0022162110705192346
20.35092807424594,0.0027931620218084883
20.519141531322507,0.002577050077002537
20.687354988399072,0.002546712740929066
20.855568445475637,0.0030813058214146064
21.023781902552205,0.002329621479839657
21.19199535962877,0.002494310439059747
21.360208816705338,0.0024823496244981403
21.528422273781903,0.0022064008751520136
21.696635730858468,0.002641196529893447
21.864849187935036,0.002601027438212434
22.0330626450116,0.002641202500575548
22.20127610208817,0.002569948564396955
22.369489559164734,0.0021836528752414174
22.5377030162413,0.00282114954147827
22.705916473317867,0.0026296703490497667
22.87412993039443,0.0025798184727822936
23.042343387471,0.0024072655679724174
23.210556844547565,0.0028699854917661623
23.37877030162413,0.002942711330983553
23.546983758700698,0.002828093777021657
23.715197215777263,0.0026136538038735364
23.88341067285383,0.0032327596809326366
24.051624129930396,0.0032456728247713075
24.21983758700696,0.0028590492233713147
