gaf,yf_mean,yf_std,yd_mean,yd_std
7,688.915313225058,397.81995381171555,0.06397131223504256,0.482300118706922
8,688.915313225058,397.81995381171555,0.06666198935575222,0.4930721270453709
9,688.915313225058,397.81995381171555,0.07010364949424848,0.5060204795936158
10,688.915313225058,397.81995381171555,0.07398865826602888,0.5278892128909218
11,688.915313225058,397.81995381171555,0.07899361905866559,0.5486533771123765
12,688.915313225058,397.81995381171555,0.0852922231299225,0.5750554557628585
