i	j	k	LDT	LTT	proton_D	proton_T	deuteron_D	deuteron_T	triton_D	triton_T	He3_D	He3_T	alpha_D	alpha_T	He6_D	He6_T	Li6_D	Li6_T	Li7_D	Li7_T	Li8_D	Li8_T	Be7_D	Be7_T	Be8_D	Be8_T	Be9_D	Be9_T	B10_D	B10_T	B11_D	B11_T	B12_D	B12_T	C11_D	C11_T	C12_D	C12_T	C13_D	C13_T	C14_D	C14_T	N13_D	N13_T	N14_D	N14_T	N15_D	N15_T	N16_D	N16_T	O14_D	O14_T	O15_D	O15_T	O16_1_D	O16_1_T	O16_D	O16_T	O17_D	O17_T	O18_D	O18_T	F16_D	F16_T	F17_D	F17_T	F18_D	F18_T	F19_D	F19_T	Ne20_D	Ne20_T	Ne22_D	Ne22_T	Na22_D	Na22_T	Na23_D	Na23_T	Na24_D	Na24_T	Mg24_D	Mg24_T	Mg25_D	Mg25_T	Mg26_D	Mg26_T	Al26_D	Al26_T	Si29_D	Si29_T	P29_D	P29_T
96	0	0	35.8829	5.99049	6.84553	2.77672	10.5143	3.96024	10.1368	5.28553	20.8834	16.3522	24.3136	18.2754	6.25271	6.25353	48.9647	45.8354	50.0684	50.0483	0	0	82.3911	82.279	0	0	0	0	0	0	0	0	0	0	0	0	169.9	169.557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	0	0	43.6297	6.26466	6.93059	2.6732	10.974	3.93702	10.0303	4.84849	22.2534	17.3353	27.3759	19.533	6.26976	6.27042	55.3698	50.7246	54.5215	54.4726	0	0	93.8149	93.5062	0	0	0	0	0	0	0	0	0	0	0	0	195.262	194.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8826	45.8826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	0	0	59.145	6.51959	4.82364	2.44301	4.3652	3.29475	9.94473	4.92304	24.6887	18.5644	35.1721	21.5206	6.28592	6.28611	67.2317	58.7137	60.4709	60.4542	0	0	112.404	111.779	0	0	0	0	0	0	0	0	0	0	0	0	239.767	238.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	0	0	112.042	8.05323	4.71532	2.54782	4.89073	3.48423	17.9966	5.65542	28.1524	20.2406	111.407	29.0675	6.29948	6.29941	102.205	78.8481	69.1154	69.0309	0	0	154.26	151.592	0	0	0	0	0	0	0	0	0	0	0	0	353.76	345.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	0	0	171.143	7.80015	7.03326	2.68347	6.39705	3.87523	15.8511	4.83542	34.7263	22.854	154.788	26.1569	6.31326	6.31336	185.763	92.7713	84.1459	83.7633	0	0	320.674	289.685	0	0	0	0	0	0	0	0	0	0	0	0	637.707	598.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	0	0	43.1532	6.11194	6.56525	2.62353	12.4004	4.17632	6.92693	3.85865	47.9	27.7999	71.2628	27.5387	6.32733	6.32739	46.3425	46.2806	123.101	119.847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	0	0	178.626	7.41762	6.19116	2.48929	5.98244	3.33953	11.9438	4.4247	235.927	60.5414	323.844	41.2442	6.34144	6.34159	50.5733	50.542	255.348	233.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	0	0	37.8727	4.76276	8.87948	2.70685	9.56028	3.57528	13.8227	3.82232	293.373	28.8434	24.3951	18.5353	6.35578	6.35515	56.5568	56.5902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	0	0	18.5125	4.44569	4.61603	2.25123	8.57394	3.38426	3.96948	3.2301	28.6423	19.1323	28.0853	19.8498	6.36911	6.36919	65.6453	65.4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	0	0	23.3059	4.72015	5.17381	2.41089	4.44735	3.07456	4.18954	3.27531	34.86	21.769	35.9071	22.0208	6.38272	6.38289	81.8195	81.5142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	0	0	106.974	6.15757	7.24974	2.50506	6.00826	3.26838	4.29678	3.32626	47.1598	26.7218	214.806	36.1325	6.39768	6.3978	137.681	130.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	40.977	4.7122	5.72394	2.27257	7.156	3.16732	4.30841	3.38054	95.8606	43.0321	27.4928	20.2371	6.41227	6.41203	290.997	265.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	0	0	75.8245	4.75223	5.32894	2.37508	3.88103	3.00064	4.56622	3.44101	444.406	74.2193	31.9706	21.9487	6.42642	6.42647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	0	0	18.7746	4.30304	6.37693	2.4093	4.03658	3.06309	4.6506	3.50777	10.4854	9.76669	38.8991	24.5708	6.44169	6.44169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	0	0	37.6679	4.76495	3.2878	2.19066	4.21447	3.13852	4.87771	3.58337	10.4093	9.8884	56.0395	29.717	6.45674	6.4568	285.765	281.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.213	223.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.728	74.7319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	179.052	6.76987	3.48695	2.20101	4.3635	3.16604	5.15603	3.66789	10.8539	10.0153	290.103	59.308	6.47156	6.47154	318.678	259.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	0	0	110.815	4.59061	5.33654	2.37058	4.75047	3.26995	5.3976	3.77641	11.0215	10.1538	280.088	32.2051	6.48682	6.48686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	0	0	13.1251	3.91622	5.41419	2.3521	5.36791	3.42195	5.8086	3.9048	11.0186	10.2936	31.0312	20.1795	6.50244	6.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	0	0	17.5736	4.14439	4.02556	2.27062	7.60536	3.7484	6.51773	4.08975	11.173	10.4377	42.5091	22.9262	6.51785	6.51785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	0	0	117.886	5.30625	6.17985	2.35894	11.5501	3.78235	7.95952	4.39807	11.6093	10.5895	260.605	41.0386	6.5347	6.53398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	0	0	17.4071	3.98367	3.57038	2.26066	4.49232	3.22251	17.6632	5.36758	11.4052	10.7553	42.3372	21.6465	6.5511	6.55102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	0	0	122.416	4.86256	4.35945	2.38701	4.79619	3.33235	4.98022	3.64378	11.9452	10.9235	285.239	39.116	6.56661	6.56603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	0	0	9.10029	3.68371	5.57547	2.49139	5.26372	3.46925	5.33633	3.73059	11.8134	11.1068	20.7046	16.5398	6.58317	6.58274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	0	0	10.9714	3.94284	6.68305	2.59236	9.72196	4.01188	5.37928	3.83362	12.4132	11.3124	22.1882	17.2634	6.59824	6.59816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	0	0	11.995	4.20556	7.96027	2.57417	9.65787	4.59879	5.86361	3.95053	12.9743	11.525	24.1478	19.0372	6.61407	6.6143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	0	0	43.1874	4.21906	4.25969	2.25913	12.7677	4.42075	6.32794	4.09455	13.0729	11.755	26.6004	19.9074	6.63107	6.63041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777.397	550.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	0	0	18.0946	4.07563	4.39581	2.37092	9.7031	3.76629	7.20346	4.29745	13.2959	12.0084	30.1064	21.4252	6.64766	6.64777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.253	299.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	0	0	16.0732	4.28938	7.07768	2.60426	7.05929	3.61559	8.5356	4.62165	13.6211	12.277	36.6894	23.7425	6.66459	6.66481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	0	0	25.3324	4.68367	6.9307	2.51612	13.2824	3.90307	18.3791	5.58595	14.2955	12.5677	54.9672	28.4743	6.68074	6.68067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	0	0	126.52	5.24795	7.45235	2.49543	4.13319	3.03191	6.04176	4.02762	14.9261	12.8868	277.346	46.2953	6.69753	6.69828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	0	0	25.0896	4.09993	4.61809	2.19393	4.41264	3.11302	6.54218	4.19063	15.2238	13.2412	61.0055	28.2431	6.71504	6.71484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	0	0	131.564	4.85588	3.91543	2.22146	4.7593	3.21314	7.18727	4.40472	15.6978	13.6393	311.449	43.7024	6.73294	6.73321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.816	116.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	0	0	15.253	3.94946	7.09148	2.41144	5.29734	3.3452	8.07462	4.68856	16.552	14.0879	38.5237	22.3635	6.75129	6.75144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	0	0	27.9228	4.20357	3.12276	2.10035	6.62861	3.57063	9.79507	5.12794	17.308	14.5674	72.6781	28.808	6.76756	6.76759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.426	200.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	0	0	118.859	4.84696	3.8613	2.19741	9.88097	3.74985	16.4893	6.31254	18.2683	15.1076	332.755	40.8794	6.78493	6.78525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	0	0	11.2077	3.75312	4.64373	2.18398	6.63319	3.59573	18.7715	6.15707	18.106	15.7504	20.9049	17.438	6.80403	6.80403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	0	0	14.4049	3.92828	3.0763	2.14414	14.8373	4.25428	28.1357	6.20194	20.3262	16.4904	22.041	18.1905	6.8241	6.82432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	0	0	9.58624	3.4189	3.38473	2.22027	4.37001	3.08086	4.07908	2.97999	21.7909	17.4056	23.7038	19.0914	6.84494	6.84628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	0	0	11.1354	3.61594	5.50245	2.39413	4.69492	3.17864	4.08043	3.0204	23.6416	18.5352	25.6136	20.1854	6.86447	6.86433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.906	91.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	0	0	12.108	3.69377	4.94313	2.33349	5.26462	3.31019	4.21694	3.06678	25.9058	19.9306	28.3748	21.5697	6.88192	6.88199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	0	0	13.3697	3.86936	4.21489	2.36492	6.22273	3.51421	4.34257	3.11581	29.5842	21.7674	31.7112	23.3818	6.89889	6.899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	0	0	17.0653	4.17617	5.31924	2.414	11.3706	3.9979	4.36631	3.16687	34.5874	24.4677	36.6799	25.9179	6.91687	6.91694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	0	0	20.9609	4.36566	4.52626	2.43042	10.8665	3.79088	4.56777	3.22397	42.0025	28.7401	45.6252	29.9219	6.93684	6.93646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	0	32.4011	4.87351	8.35516	2.64971	5.95742	3.33066	5.04028	3.47704	58.3266	36.9985	66.8636	38.2157	6.95751	6.95772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	0	0	207.791	7.45918	4.13562	2.36979	10.5473	3.79741	5.0678	3.26875	155.861	74.5817	375.981	91.7131	6.97702	6.97696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	108.041	4.43784	9.08588	2.79188	6.21464	3.46518	5.41009	3.35587	708.257	100.899	47.5372	25.0399	6.99641	6.99594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	36.8211	4.14259	5.61023	2.56142	10.2272	3.67125	5.54673	3.45352	9.27647	9.2765	107.738	38.0394	7.01592	7.01598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	0	0	154.181	4.29642	5.83637	2.46246	5.28597	3.30549	5.97113	3.57036	9.36307	9.36307	483.291	54.3083	7.03704	7.03788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	0	0	17.6917	3.30642	5.9626	2.47765	7.00065	3.55747	6.53232	3.71773	9.44993	9.44994	16.451	13.8746	7.058	7.05803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472.359	427.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	0	0	8.92395	3.30873	6.30511	2.48757	10.2842	3.64795	7.21693	3.89584	9.54065	9.54023	17.0721	14.2359	7.07767	7.07795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.6443	64.6443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	0	0	8.57601	3.35025	6.86182	2.53827	7.56332	3.55387	8.20255	4.14779	9.63403	9.63403	17.905	14.6541	7.09702	7.09717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	0	0	9.46552	3.29984	7.3407	2.40569	8.64977	3.40524	10.218	4.58135	9.72926	9.72928	18.5924	15.1192	7.11643	7.11621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	0	0	9.1609	3.24958	3.06173	2.12557	4.74062	3.21276	22.8529	6.36245	9.82764	9.82759	19.8039	15.648	7.13769	7.13857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	0	0	13.788	3.19203	4.41739	2.23429	5.38676	3.36039	7.75863	3.81571	9.92981	9.92981	21.0814	16.2801	7.15979	7.15986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.542	369.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	0	0	8.97765	3.36107	5.97303	2.38903	6.47017	3.59419	9.29892	4.13452	10.0413	10.0414	22.7335	17.0439	7.1813	7.18141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0	0	10.5991	3.45366	3.55888	2.23236	11.406	3.95506	13.8101	4.8385	10.1595	10.1596	25.173	18.0172	7.2019	7.20198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	0	0	11.3989	3.49521	4.5312	2.40354	7.20113	3.55323	26.2328	5.12064	10.2737	10.2737	28.0245	19.2708	7.22192	7.22199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	0	0	17.6762	3.70546	8.46764	2.80628	9.90254	3.52499	5.29805	3.02054	10.3911	10.3911	58.2541	23.2396	7.24258	7.24242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
